Diện tích,Mức giá,Mặt tiền,Pháp lý,Khu vực,Loại bất động sản,Đường vào,Hướng ban công,Số phòng ngủ,Số toilet,Nội thất,Số tầng,Hướng nhà
54 m²,"15,2 tỷ",15 m,Sổ đỏ/ Sổ hồng,Đống Đa,Nhà riêng,20 m,,2 phòng,5 phòng,Đầy đủ,5 tầng,
50 m²,5 tỷ,4 m,Sổ đỏ,Long Biên,Nhà riêng,"2,5 m",,,,,1 tầng,Đông - Bắc
36 m²,"9,3 tỷ","4,3 m",Sổ đỏ/ Sổ hồng,Ba Đình,Nhà riêng,,,4 phòng,5 phòng,,6 tầng,
"149,5 m²",580 triệu,,,Mỹ Đức,Bán đất,,,,,,,
75 m²,Thỏa thuận,,Sổ đỏ/ Sổ hồng,Cầu Giấy,Nhà riêng,,,6 phòng,4 phòng,Đầy đủ,5 tầng,
"100,1 m²",19 triệu/m²,"8,63 m",Sổ đỏ/ Sổ hồng.,Quốc Oai,Bán đất,7 m,,,,,,Tây - Nam
50 m²,"11,5 tỷ",,Sổ đỏ/ Sổ hồng,Ba Đình,Nhà riêng,,,,,,,
91 m²,Thỏa thuận,,Sổ đỏ/ Sổ hồng,Tây Hồ,Căn hộ chung cư,,,2 phòng,2 phòng,Đầy đủ,,
128 m²,"31,5 tỷ",,Sổ đỏ/ Sổ hồng,Hà Đông,Nhà mặt phố,25 m,,5 phòng,5 phòng,Đầy đủ,5 tầng,
118 m²,21 tỷ,"8,6 m",Sổ đỏ/ Sổ hồng,Tây Hồ,Nhà riêng,,,5 phòng,3 phòng,Đầy đủ,4 tầng,Đông - Nam
85 m²,"7,6 tỷ",6 m,Sổ đỏ/ Sổ hồng,Hai Bà Trưng,Bán đất,2 m,,,,,,
52 m²,"2,79 tỷ","4,5 m",Sổ đỏ/ Sổ hồng.,Gia Lâm,Bán đất,6 m,,,,,,
43 m²,Thỏa thuận,,Sổ đỏ/ Sổ hồng.,Nam Từ Liêm,Căn hộ chung cư,,,1 phòng,,Đầy đủ - bàn giao full nội thất liền tường cao cấp. Điều hoà âm trần.,,
56 m²,"11,8 tỷ",,Sổ đỏ/ Sổ hồng,Long Biên,Nhà riêng,5 m,,4 phòng,6 phòng,"Đầy đủ full nội thất theo phong cách hiện đại, thời thượng, đề cao sự tiện nghi đẳng cấp 5 sao.",6 tầng,
126 m²,"6,95 tỷ",,Đang chờ sổ,Thanh Xuân,Căn hộ chung cư,,,3 phòng,2 phòng,Đầy đủ,,
186 m²,"17,8 tỷ",,Sổ đỏ.,Long Biên,Bán đất,,,,,,,
36 m²,"5,8 tỷ",,Sổ đỏ/ Sổ hồng,Tây Hồ,Nhà riêng,,,3 phòng,4 phòng,Đầy đủ,5 tầng,
30 m²,"4,4 tỷ",,Có sổ.,Hoàng Mai,Nhà riêng,,,2 phòng,2 phòng,,3 tầng,
"34,5 m²",18 tỷ,"5,3 m",Sổ đỏ/ Sổ hồng,Cầu Giấy,Nhà mặt phố,,,,,Đầy đủ,3 tầng,
96 m²,8 tỷ,,Hợp đồng mua bán,Thanh Xuân,Căn hộ chung cư,,Đông - Nam,3 phòng,2 phòng,Cơ bản,,Tây - Bắc
40 m²,"6,6 tỷ","4,5 m",Sổ đỏ/ Sổ hồng,Long Biên,Nhà riêng,3 m,,4 phòng,4 phòng,Đầy đủ.,5 tầng,
54 m²,"9,9 tỷ",,Sổ đỏ/ Sổ hồng,Nam Từ Liêm,Nhà riêng,,,,,Đầy đủ,4 tầng,
50 m²,"16,2 tỷ",5 m,,Đống Đa,Nhà riêng,,,,,,2 tầng,
33 m²,"4,4 tỷ",,Sổ đỏ/ Sổ hồng,Bắc Từ Liêm,Nhà riêng,,,,,Full nội thất.,4 tầng,Nam
"120,3 m²",Thỏa thuận,10 m,,Mê Linh,Bán đất,4 m,,,,,,
43 m²,"83,26 triệu/m²","4,6 m",Sổ đỏ/ Sổ hồng,Hoài Đức,Bán đất,,,,,,,
57 m²,30 tỷ,"7,5 m",Sổ đỏ/ Sổ hồng,Tây Hồ,Nhà mặt phố,80 m,,,,Không nội thất,,
110 m²,"4,5 tỷ","7,2 m",Sổ đỏ/ Sổ hồng.,Gia Lâm,Bán đất,"3,3 m",,,,,,
62 m²,"7,5 tỷ",4 m,Sổ đỏ/ Sổ hồng,Long Biên,Nhà riêng,,,4 phòng,4 phòng,Đầy đủ,4 tầng,
316 m²,Thỏa thuận,"11,5 m",Sổ đỏ/ Sổ hồng,Tây Hồ,Nhà mặt phố,,,,,Đầy đủ,,
55 m²,"13,6 tỷ",,,Hà Đông,Nhà riêng,,,,,,7 tầng,
60 m²,14 tỷ,5 m,Sổ đỏ/ Sổ hồng,Bắc Từ Liêm,Nhà riêng,15 m,,10 phòng,10 phòng,Đầy đủ,5 tầng,
255 m²,110 triệu/m²,11 m,Sổ đỏ/ Sổ hồng,Cầu Giấy,Nhà riêng,3 m,,,,,5 tầng,
196 m²,"13,5 tỷ",,Sổ đỏ/ Sổ hồng,Hai Bà Trưng,Căn hộ chung cư,,,5 phòng,3 phòng,Đầy đủ,,
"95,2 m²",Thỏa thuận,"8,35 m",Sổ đỏ/ Sổ hồng,Thanh Trì,Bán đất,17 m,,,,,,Đông - Nam
81 m²,"3,52 tỷ","4,5 m",Sổ đỏ/ Sổ hồng,Đông Anh,Bán đất,"3,5 m",,,,,,Đông
41 m²,"3,2 tỷ",,Sổ đỏ/ Sổ hồng,Ba Đình,Căn hộ chung cư,,,2 phòng,2 phòng,Đầy đủ,,
74 m²,38 triệu/m²,,Sổ đỏ/ Sổ hồng,Mê Linh,Bán đất,5 m,,,,,,
36 m²,"1,52 tỷ","5,4 m",Hợp đồng mua bán,Hoàng Mai,Nhà riêng,15 m,,1 phòng,1 phòng,Cơ bản.,2 tầng,
212 m²,Thỏa thuận,,,Nam Từ Liêm,"Nhà biệt thự, liền kề",,,,,,,
90 m²,25 tỷ,,Sổ đỏ chính chủ,Cầu Giấy,Nhà riêng,4 m,,24 phòng,24 phòng,,8 tầng,
250 m²,18 tỷ,,,Hà Đông,Đất nền dự án,,,,,,,
108 m²,"15,9 tỷ",5 m,Sổ đỏ/ Sổ hồng,Ba Đình,Nhà riêng,,,4 phòng,5 phòng,Đầy đủ,4 tầng,
162 m²,"8,9 tỷ",,Sổ đỏ/ Sổ hồng,Cầu Giấy,Căn hộ chung cư,,Đông - Nam,3 phòng,3 phòng,Full,,Tây - Bắc
10.080 m²,"12,5 triệu/m²",,,Thanh Trì,"Kho, nhà xưởng",,,,,,,
100 m²,40 tỷ,8 m,Sổ đỏ/ Sổ hồng,Đống Đa,Nhà riêng,,,8 phòng,10 phòng,Đầy đủ,7 tầng,
65 m²,"25,2 tỷ",,Sổ đỏ/ Sổ hồng,Đống Đa,Nhà mặt phố,,,4 phòng,,Cơ bản,5 tầng,
37 m²,4 tỷ,,,Ba Đình,Căn hộ chung cư,,,,,,,
127 m²,"53,8 tỷ",6 m,Sổ đỏ,Long Biên,Nhà mặt phố,,,,,,7 tầng,
"74,4 m²",45 triệu/m²,5 m,Sổ đỏ/ Sổ hồng.,Gia Lâm,Bán đất,7 m,,,,,,Tây - Nam
106 m²,"4,5 tỷ",,Sổ hồng lâu dài.,Thanh Trì,Căn hộ chung cư,,,3 phòng,,Nhà cơ bản.,,
"72,84 m²","3,6 tỷ",,Sổ đỏ/ Sổ hồng,Long Biên,Căn hộ chung cư,,,2 phòng,2 phòng,"Đầy đủ: Sàn gỗ công nghiệp, trần thạch cao giật cấp, đèn âm trần chiếu sáng, tủ bếp trên và dưới, thiết bị bếp Hefele (bếp từ và hút mùi, vòi chậu rửa), điều hòa Mitsubishi 2 chiều, thiết bị vệ sinh T",,
88 m²,"10,7 tỷ","6,2 m",Sổ đỏ,Thanh Xuân,Bán đất,5 m,,,,,,Bắc
43 m²,"2,26 tỷ",,Sổ đỏ/ Sổ hồng,Gia Lâm,Căn hộ chung cư,,,1 phòng,1 phòng,Đầy đủ.,,
60 m²,1 tỷ,5 m,Sổ đỏ/ Sổ hồng,Thạch Thất,Bán đất,5 m,,,,,,
40 m²,"6,75 tỷ",,Sổ đỏ/ Sổ hồng,Hai Bà Trưng,Nhà riêng,,,,,,4 tầng,
77 m²,"4,7 tỷ",,Sổ đỏ/ Sổ hồng.,Cầu Giấy,Căn hộ chung cư,,Đông - Bắc,2 phòng,2 phòng,Đầy đủ.,,Tây - Nam
"136,8 m²",16 tỷ,,Sổ đỏ/ Sổ hồng,Đống Đa,Căn hộ chung cư,,Tây - Bắc,3 phòng,2 phòng,Đầy đủ,,Đông
30 m²,Thỏa thuận,,Có sổ.,Hoài Đức,Nhà riêng,,,,,,5 tầng,
60 m²,"2,6 tỷ",4 m,Sổ đỏ/ Sổ hồng.,Gia Lâm,Bán đất,"2,5 m",,,,,,
130 m²,"13,6 tỷ","7,1 m",,Bắc Từ Liêm,Nhà riêng,,,,,,7 tầng,
80 m²,Thỏa thuận,5 m,Sổ đỏ/ Sổ hồng.,Đông Anh,"Nhà biệt thự, liền kề",,,,,,4 tầng,
100 m²,19 tỷ,7 m,Sổ đỏ/ Sổ hồng,Tây Hồ,Bán đất,5 m,,,,,,
55 m²,"2,55 tỷ",,Sổ đỏ/ Sổ hồng,Hà Đông,Căn hộ chung cư,,,2 phòng,1 phòng,Đầy đủ,,
70 m²,"13,5 tỷ","4,5 m",Sổ đỏ/ Sổ hồng,Hoài Đức,Nhà riêng,10 m,,4 phòng,5 phòng,,5 tầng,
305 m²,"3,7 tỷ",85 m,Sổ đỏ/ Sổ hồng.,Quốc Oai,Bán đất,5 m,,,,,,
68 m²,"3,34 tỷ",,,Hoàng Mai,Căn hộ chung cư,,,3 phòng,,,,
35 m²,"4,2 tỷ",,,Hoài Đức,Nhà riêng,,,,,,,
43 m²,"9,2 tỷ","6,5 m",Sổ đỏ/ Sổ hồng,Long Biên,Nhà riêng,4 m,,4 phòng,4 phòng,Đầy đủ.,6 tầng,
70 m²,"44,7 tỷ","5,2 m",Sổ đỏ/ Sổ hồng,Nam Từ Liêm,Nhà mặt phố,,,,,Cơ bản,8 tầng,
631 m²,"5,7 tỷ",18 m,Sổ đỏ/ Sổ hồng,Chương Mỹ,Bán đất,6 m,,,,,,Tây - Nam
31 m²,"4,4 tỷ",,Sổ đỏ/ Sổ hồng,Hoàng Mai,Nhà riêng,,,6 phòng,5 phòng,Cơ bản.,5 tầng,
68 m²,"26,8 tỷ",5 m,Sổ đỏ/ Sổ hồng,Tây Hồ,Nhà mặt phố,4 m,,5 phòng,4 phòng,Đầy đủ,5 tầng,
40 m²,"6,3 tỷ",,Sổ đỏ/ Sổ hồng,Long Biên,Nhà riêng,,,3 phòng,4 phòng,Đầy đủ.,5 tầng,
73 m²,32 tỷ,"5,7 m",Sổ đỏ/ Sổ hồng,Hoàng Mai,"Nhà biệt thự, liền kề",5 m,,4 phòng,5 phòng,Đầy đủ,5 tầng,
90 m²,32 tỷ,7 m,Sổ đỏ/ Sổ hồng,Đống Đa,Nhà riêng,,,,,Đầy đủ,2 tầng,
"226,8 m²","9,2 tỷ",,,Đông Anh,Bán đất,"4,5 m",,,,,,
100 m²,"28,5 tỷ","6,5 m",Sổ đỏ/ Sổ hồng,Long Biên,Nhà riêng,6 m,,,,Đầy đủ.,5 tầng,
105 m²,"7,05 tỷ",,,Thanh Xuân,Căn hộ chung cư,,,3 phòng,2 phòng,Nội thất đầy đủ. ,,
,,,,,,,,,,,,
18 m²,"3,95 tỷ",,Sổ đỏ,Ba Đình,Nhà riêng,,,3 phòng,,Đầy đủ,4 tầng,
90 m²,"5,3 tỷ",,Sổ đỏ/ Sổ hồng,Cầu Giấy,Căn hộ chung cư,,Đông - Bắc,2 phòng,2 phòng,Đầy đủ,,Đông - Nam
100 m²,76 triệu/m²,5 m,Sổ đỏ/ Sổ hồng,Hoài Đức,Bán đất,,,,,,,Tây - Nam
140 m²,"7,9 tỷ",,,Thanh Xuân,Căn hộ chung cư,,,3 phòng,2 phòng,,,
"62,5 m²","16,6 tỷ",,,Đông Anh,"Nhà biệt thự, liền kề",,Đông - Nam,,,,,
115 m²,"3,5 tỷ",6 m,Sổ đỏ/ Sổ hồng,Quốc Oai,Bán đất,15 m,,,,,,Đông - Nam
47 m²,"11,8 tỷ",5 m,Sổ đỏ/ Sổ hồng,Đống Đa,Nhà riêng,7 m,,4 phòng,4 phòng,Đầy đủ,4 tầng,
200 m²,Thỏa thuận,20 m,Sổ đỏ/ Sổ hồng,Hà Đông,Nhà mặt phố,40 m,Đông - Nam,,,Không nội thất,6 tầng,Tây - Bắc
240 m²,Thỏa thuận,,,Bắc Từ Liêm,"Nhà biệt thự, liền kề",,,,,,4 tầng,Nam
135 m²,43 tỷ,"6,5 m",,Hai Bà Trưng,Nhà mặt phố,,,,,,3 tầng,
31 m²,"3,2 tỷ","6,5 m",Sổ đỏ/ Sổ hồng,Hai Bà Trưng,Nhà riêng,3 m,Đông - Nam,3 phòng,4 phòng,Đầy đủ,4 tầng,Đông - Nam
65 m²,"12,9 tỷ",6 m,Sổ đỏ,Long Biên,Nhà riêng,,,,,,3 tầng,
156 m²,34 tỷ,25 m,Sổ đỏ/ Sổ hồng,Long Biên,"Nhà biệt thự, liền kề",,,,,,5 tầng,
90 m²,"25,3 tỷ",5 m,Sổ đỏ/ Sổ hồng,Tây Hồ,Nhà riêng,,,5 phòng,5 phòng,"Đầy đủ nội thất, hiện đại.",5 tầng,
34 m²,"3,9 tỷ","3,5 m",Sổ đỏ/ Sổ hồng.,Hoàng Mai,Nhà riêng,2 m,,4 phòng,4 phòng,,4 tầng,
"34,5 m²",150 triệu,4 m,Sổ đỏ/ Sổ hồng,Bắc Từ Liêm,Nhà riêng,3 m,Nam,3 phòng,4 phòng,Đầy đủ,5 tầng,Nam
,,,,,,,,,,,,
130 m²,"3,45 tỷ",8 m,Sổ đỏ/ Sổ hồng,Sóc Sơn,Bán đất,8 m,,,,,,Bắc
120 m²,Thỏa thuận,,Sổ đỏ/ Sổ hồng,Cầu Giấy,Căn hộ chung cư,,Tây - Nam,3 phòng,2 phòng,Đầy đủ,,Đông - Bắc
35 m²,"3,25 tỷ",,Sổ đỏ/ Sổ hồng,Hà Đông,Nhà riêng,,,5 phòng,3 phòng,Cơ bản,5 tầng,
124 m²,"24,7 tỷ","9,5 m",Sổ đỏ vuông đẹp sẵn.,Ba Đình,Nhà riêng,,,,,,,
"62,4 m²","1,85 tỷ","4,6 m",Sổ đỏ/ Sổ hồng,Sơn Tây,Bán đất,7 m,,,,,,
43 m²,"3,2 tỷ","3,7 m",Sổ đỏ/ Sổ hồng,Hoài Đức,Nhà riêng,4 m,,3 phòng,3 phòng,Cơ bản,3 tầng,
40 m²,"10,5 tỷ",,Sổ đỏ/ Sổ hồng,Cầu Giấy,Nhà riêng,3 m,,4 phòng,5 phòng,Đầy đủ,4 tầng,
74 m²,"3,4 tỷ",,Sổ đỏ/ Sổ hồng,Hà Đông,Căn hộ chung cư,,Đông - Bắc,2 phòng,2 phòng,Kèm nội thất.,,Tây - Nam
38 m²,"5,88 tỷ",4 m,Sổ đỏ/ Sổ hồng,Thanh Xuân,Nhà riêng,3 m,,4 phòng,5 phòng,Đầy đủ,5 tầng,
48 m²,"12,3 tỷ",4 m,Sổ đỏ/ Sổ hồng,Thanh Xuân,Nhà riêng,,,4 phòng,,,4 tầng,
110 m²,"29,89 tỷ","5,5 m",Sổ đỏ/ Sổ hồng,Thanh Xuân,Nhà mặt phố,,,,,,3 tầng,
180 m²,"39,9 tỷ",,,Cầu Giấy,"Nhà biệt thự, liền kề",,,,,,5 tầng,
48 m²,"6,9 tỷ",,Sổ đỏ/ Sổ hồng,Bắc Từ Liêm,Nhà riêng,,,2 phòng,3 phòng,Đầy đủ,3 tầng,
35 m²,"6,35 tỷ",,Sổ đỏ/ Sổ hồng,Bắc Từ Liêm,Nhà riêng,3 m,,3 phòng,,Full nội thất.,5 tầng,
"73,7 m²","3,9 tỷ",,Sổ đỏ/ Sổ hồng,Bắc Từ Liêm,Căn hộ chung cư,,Bắc,2 phòng,2 phòng,Cơ bản.,,Tây
104 m²,"7,2 tỷ",,Sổ đỏ/ Sổ hồng,Nam Từ Liêm,Căn hộ chung cư,,Đông - Nam,3 phòng,2 phòng,Cơ bản,,Đông - Bắc
75 m²,24 tỷ,"8,2 m",Sổ đỏ/ Sổ hồng,Ba Đình,Nhà riêng,10 m,,4 phòng,5 phòng,Đầy đủ,5 tầng,
99 m²,"55,56 triệu/m²",5 m,Sổ đỏ/ Sổ hồng,Đông Anh,Bán đất,"3,5 m",,,,,,Tây
100 m²,65 tỷ,8 m,Sổ đỏ/ Sổ hồng,Tây Hồ,Nhà riêng,,,,,Đầy đủ,8 tầng,Tây - Bắc
60 m²,"12,5 tỷ",4 m,Sổ đỏ/ Sổ hồng,Hà Đông,Bán đất,12 m,,,,,,Đông - Nam
24 m²,"10,8 tỷ",,Sổ đỏ/ Sổ hồng,Đống Đa,Nhà mặt phố,,,3 phòng,4 phòng,Đầy đủ,5 tầng,
,,,,,,,,,,,,
90 m²,20 tỷ,"4,5 m",Sổ đỏ/ Sổ hồng,Hà Đông,"Nhà biệt thự, liền kề",10 m,,4 phòng,4 phòng,Cơ bản,5 tầng,
"30,3 m²","3,2 tỷ",,Sổ đỏ/ Sổ hồng,Hai Bà Trưng,Nhà riêng,,,3 phòng,3 phòng,,4 tầng,
189 m²,80 triệu/m²,,Sổ đỏ/ Sổ hồng,Nam Từ Liêm,Căn hộ chung cư,,,4 phòng,2 phòng,Cơ bản,,
70 m²,"8,2 tỷ",4 m,Sổ đỏ/ Sổ hồng.,Gia Lâm,Nhà mặt phố,8 m,,4 phòng,,Cơ bản.,3 tầng,Đông - Nam
110 m²,78 triệu/m²,,Sổ đỏ/ Sổ hồng,Hà Đông,Bán đất,,,,,,,
45 m²,"7,7 tỷ","4,7 m",Sổ đỏ/ Sổ hồng,Đống Đa,Nhà riêng,3 m,,3 phòng,4 phòng,Đầy đủ,5 tầng,
80 m²,"12,6 tỷ",5 m,Hợp đồng mua bán,Hà Đông,"Nhà biệt thự, liền kề",20 m,,5 phòng,5 phòng,Hiện đại và sang trọng.,5 tầng,
57 m²,Thỏa thuận,,Sổ đỏ/ Sổ hồng,Đống Đa,Căn hộ chung cư,,,2 phòng,2 phòng,Đầy đủ,,
70 m²,"4,75 tỷ",5 m,Sổ đỏ/ Sổ hồng,Thanh Trì,Bán đất,,,,,,,
80 m²,Thỏa thuận,,,Thường Tín,"Nhà biệt thự, liền kề",,,,,,5 tầng,
130 m²,"1,29 tỷ","7,1 m",Sổ đỏ/ Sổ hồng,Chương Mỹ,Bán đất,4 m,,,,,,
28 m²,"4,45 tỷ","3,5 m",Sổ đỏ/ Sổ hồng,Hai Bà Trưng,Nhà riêng,3 m,,3 phòng,4 phòng,Đầy đủ,5 tầng,
265 m²,32 tỷ,,,Nam Từ Liêm,"Shophouse, nhà phố thương mại",,,,,,,
586 m²,Thỏa thuận,,,Hoài Đức,"Nhà biệt thự, liền kề",,,,,,,
39 m²,"7,4 tỷ",4 m,,Hoàng Mai,Nhà riêng,,,4 phòng,4 phòng,,4 tầng,
,,,,,,,,,,,,
59 m²,"16,8 tỷ",,Sổ đỏ/ Sổ hồng,Thanh Xuân,Nhà mặt phố,,,4 phòng,,,5 tầng,
42 m²,"6,85 tỷ",4 m,Sổ đỏ/ Sổ hồng,Hà Đông,Nhà riêng,"2,2 m",Nam,4 phòng,4 phòng,Đầy đủ,5 tầng,Nam
82 m²,4 tỷ,"4,4 m",Sổ đỏ/ Sổ hồng,Thanh Oai,Bán đất,6 m,,,,,,
53 m²,"9,25 tỷ",,Sổ đỏ/ Sổ hồng,Thanh Xuân,Nhà riêng,,,,,,,
150 m²,"3,75 tỷ",,Sổ đỏ/ Sổ hồng,Đống Đa,Căn hộ chung cư,,,3 phòng,2 phòng,Đầy đủ,,
"279,7 m²","7,5 triệu/m²",10 m,Sổ đỏ/ Sổ hồng,Sóc Sơn,Bán đất,5 m,,,,,,Bắc
122 m²,Thỏa thuận,,- Sổ đỏ chính chủ.,Hà Đông,Căn hộ chung cư,,Đông - Bắc,4 phòng,3 phòng,Đầy đủ,,Tây - Nam
47 m²,Thỏa thuận,,Sổ đỏ/ Sổ hồng,Gia Lâm,Căn hộ chung cư,,Đông - Bắc,1 phòng,1 phòng,Cơ bản,,
40 m²,"6,75 tỷ",4 m,Sổ đỏ/ Sổ hồng,Thanh Trì,Nhà riêng,"2,5 m",Tây,6 phòng,5 phòng,Cơ bản,5 tầng,Tây
50 m²,"15,5 tỷ",,Sổ đỏ,Hà Đông,Nhà riêng,15 m,,9 phòng,9 phòng,Đầy đủ,7 tầng,
35 m²,"1,85 tỷ",,Sổ đỏ/ Sổ hồng,Hà Đông,Nhà riêng,,,3 phòng,,Cơ bản,3 tầng,
144 m²,"12,3 tỷ",,Sổ đỏ/ Sổ hồng,Cầu Giấy,Căn hộ chung cư,,,3 phòng,2 phòng,Đầy đủ,,
70 m²,"33,5 tỷ",6 m,Sổ đỏ/ Sổ hồng,Cầu Giấy,Nhà mặt phố,,,,,Đầy đủ,8 tầng,
280 m²,60 tỷ,10 m,,Cầu Giấy,Nhà riêng,15 m,,4 phòng,,Đầy đủ,5 tầng,
82 m²,"19,5 tỷ",6 m,Sổ đỏ/ Sổ hồng,Đống Đa,Nhà riêng,,,,,,,
75 m²,Thỏa thuận,,Sổ đỏ/ Sổ hồng,Hoài Đức,"Nhà biệt thự, liền kề",,,,,,,
65 m²,Thỏa thuận,,- Sổ đỏ cất két sãn sàng giao dịch.,Nam Từ Liêm,Nhà riêng,,,16 phòng,16 phòng,"Đầy đủ Full nội thất.,",8 tầng,
102 m²,"6,9 tỷ",,Sổ đỏ/ Sổ hồng,Nam Từ Liêm,Căn hộ chung cư,,Đông - Nam,3 phòng,2 phòng,Đầy đủ,,Tây - Bắc
88 m²,2 tỷ,,Có,Thạch Thất,Bán đất,,,,,,,
"62,5 m²",17 tỷ,,,Đông Anh,"Nhà biệt thự, liền kề",,,,,,,
102 m²,23 tỷ,"6,2 m",Sổ đỏ/ Sổ hồng,Tây Hồ,Nhà riêng,9 m,,3 phòng,3 phòng,Đầy đủ,3 tầng,
60 m²,"14,8 tỷ",4 m,,Nam Từ Liêm,Nhà riêng,,,6 phòng,,,6 tầng,
"97,4 m²","7,2 tỷ",,Sổ đỏ/ Sổ hồng,Thanh Xuân,Căn hộ chung cư,,Đông - Bắc,3 phòng,2 phòng,Đầy đủ,,Tây - Nam
224 m²,52 tỷ,,Sổ đỏ/ Sổ hồng.,Gia Lâm,"Nhà biệt thự, liền kề",,,,,,4 tầng,
57 m²,"2,65 tỷ","4,2 m",Sổ đỏ/ Sổ hồng.,Bắc Từ Liêm,Bán đất,,,,,,,
90 m²,"26,5 tỷ","4,5 m",Sổ đỏ/ Sổ hồng,Cầu Giấy,Nhà riêng,5 m,,5 phòng,3 phòng,Cơ bản,4 tầng,
40 m²,10 tỷ,4 m,Sổ đỏ/ Sổ hồng,Hoàng Mai,Nhà riêng,4 m,,3 phòng,3 phòng,Cơ bản.,6 tầng,
100 m²,150 triệu/m²,,,Hoài Đức,"Nhà biệt thự, liền kề","13,5 m",,,,,,Đông - Nam
54 m²,"4,45 tỷ",4 m,Sổ đỏ/ Sổ hồng,Long Biên,Bán đất,3 m,,,,,,Tây
76 m²,"4,5 tỷ",,Sổ đỏ/ Sổ hồng,Hà Đông,Căn hộ chung cư,,Đông - Bắc,2 phòng,2 phòng,Cơ bản,,Tây - Nam
65 m²,13 tỷ,"5,5 m",Sổ đỏ/ Sổ hồng,Cầu Giấy,Nhà riêng,5 m,,4 phòng,5 phòng,Đầy đủ,4 tầng,
100 m²,Thỏa thuận,,Hợp đồng mua bán,Hoài Đức,"Nhà biệt thự, liền kề",17 m,,,,,5 tầng,
72 m²,"6,48 tỷ",,Sổ đỏ/ Sổ hồng.,Hoàng Mai,Bán đất,,,,,,,
"79,7 m²",Thỏa thuận,7 m,Sổ đỏ/ Sổ hồng,Thạch Thất,Bán đất,6 m,,,,,,
70 m²,5 tỷ,,Sổ đỏ,Thanh Xuân,Căn hộ chung cư,,Tây - Nam,2 phòng,2 phòng,Full nội thất.,,Đông - Bắc
214 m²,250 triệu/m²,,Sổ đỏ/ Sổ hồng,Bắc Từ Liêm,"Shophouse, nhà phố thương mại",,,,,,,Tây - Nam
120 m²,Thỏa thuận,6 m,Sổ đỏ/ Sổ hồng,Hoàng Mai,"Nhà biệt thự, liền kề",20 m,,5 phòng,5 phòng,,5 tầng,Nam
88 m²,"8,8 tỷ",,Sổ đỏ đẹp,Hoài Đức,Bán đất,,,,,,,
"62,5 m²","16,44 tỷ",5 m,,Đông Anh,"Nhà biệt thự, liền kề",,Đông - Nam,5 phòng,4 phòng,,5 tầng,Tây - Bắc
74 m²,55 triệu/m²,,Hợp đồng mua bán,Gia Lâm,Căn hộ chung cư,,,2 phòng,2 phòng,Cơ bản,,
112 m²,5 tỷ,,Sổ đỏ/ Sổ hồng.,Hoàng Mai,Căn hộ chung cư,,,3 phòng,2 phòng,Đầy đủ.,,
46 m²,"7,8 tỷ","3,9 m",Sổ đỏ/ Sổ hồng,Hoài Đức,Nhà riêng,"4,2 m",,7 phòng,6 phòng,Cơ bản,7 tầng,
128 m²,Thỏa thuận,,Sổ đỏ/ Sổ hồng,Tây Hồ,Căn hộ chung cư,,,3 phòng,2 phòng,Đầy đủ,,
87 m²,49 triệu/m²,5 m,Sổ đỏ/ Sổ hồng,Đông Anh,Bán đất,8 m,,,,,,Nam
121 m²,"12,65 tỷ","5,12 m",Sổ đỏ/ Sổ hồng.,Nam Từ Liêm,Nhà riêng,"2,3 m",,2 phòng,2 phòng,,1 tầng,Đông - Bắc
63 m²,"16,6 tỷ",5 m,Sổ đỏ/ Sổ hồng,Đông Anh,"Nhà biệt thự, liền kề",13 m,Đông - Bắc,5 phòng,5 phòng,Không nội thất,5 tầng,Đông - Bắc
45 m²,7 tỷ,,Sổ đỏ.,Hoàng Mai,Nhà riêng,,,,,,3 tầng,
60 m²,"10,2 tỷ",4 m,Sổ đỏ/ Sổ hồng,Cầu Giấy,Nhà riêng,,,,5 phòng,Đầy đủ,5 tầng,
125 m²,"7,9 tỷ",,Sổ đỏ/ Sổ hồng,Cầu Giấy,Căn hộ chung cư,,Đông - Nam,3 phòng,2 phòng,Đầy đủ,,Đông - Bắc
"95,5 m²","6,2 tỷ",,Sổ đỏ/ Sổ hồng,Cầu Giấy,Căn hộ chung cư,,Đông - Nam,2 phòng,2 phòng,Đầy đủ,,Tây - Bắc
,,,,,,,,,,,,
138 m²,Thỏa thuận,,Sổ đỏ/ Sổ hồng,Hà Đông,Căn hộ chung cư,,,3 phòng,2 phòng,Đầy đủ,,
75 m²,"2,2 tỷ","5,12 m",,Thạch Thất,Bán đất,18 m,,,,,,Đông - Bắc
80 m²,Thỏa thuận,,Sổ đỏ/ Sổ hồng,Hoài Đức,"Nhà biệt thự, liền kề",,,5 phòng,6 phòng,Đầy đủ,,
56 m²,"12,5 tỷ","5,2 m",Sổ đỏ/ Sổ hồng,Nam Từ Liêm,Nhà mặt phố,,,2 phòng,4 phòng,,4 tầng,
99 m²,"15,8 tỷ",20 m,Sổ đỏ/ Sổ hồng,Hà Đông,Nhà riêng,8 m,,4 phòng,4 phòng,Đầy đủ,4 tầng,
67 m²,Thỏa thuận,,Sổ đỏ/ Sổ hồng,Hà Đông,Căn hộ chung cư,,Đông - Nam,2 phòng,2 phòng,Đầy đủ,,Tây - Bắc
86 m²,125 triệu/m²,3 m,,Nam Từ Liêm,"Nhà biệt thự, liền kề",17 m,,,,,,
